ID,id_student,code_module,code_presentation
2093,606006,FFF,2013J
2094,534588,BBB,2014J
2095,520307,FFF,2013B
2096,627026,FFF,2014B
2097,2546792,DDD,2013B
2098,277384,FFF,2014J
2099,497536,CCC,2014J
2100,2154361,FFF,2014J
2101,620190,GGG,2014B
2102,180667,DDD,2013B
2103,656353,FFF,2014J
2104,574221,CCC,2014B
2105,689554,GGG,2014J
2106,630182,BBB,2014B
2107,579343,EEE,2013J
2108,633409,DDD,2014J
2109,593427,BBB,2013J
2110,545693,FFF,2013B
2111,518244,DDD,2014J
2112,494840,BBB,2013B
2113,613255,FFF,2014B
2114,421018,BBB,2013J
2115,653551,BBB,2014J
2116,605676,DDD,2014J
2117,628006,BBB,2014B
2118,506679,GGG,2013J
2119,573665,CCC,2014B
2120,628875,DDD,2014B
2121,635764,BBB,2014B
2122,494214,BBB,2013J
2123,695235,BBB,2014J
2124,624938,GGG,2014B
2125,674766,GGG,2014J
2126,574663,CCC,2014B
2127,588128,FFF,2013J
2128,698598,EEE,2014J
2129,184925,FFF,2013J
2130,678508,EEE,2014J
2131,599529,GGG,2013J
2132,313561,DDD,2014J
2133,301987,BBB,2013J
2134,652945,CCC,2014J
2135,695655,GGG,2014J
2136,623052,CCC,2014B
2137,366424,CCC,2014B
2138,677433,GGG,2014J
2139,539416,BBB,2013B
2140,548275,BBB,2013B
2141,518145,GGG,2014B
2142,628803,CCC,2014B
2143,687877,CCC,2014J
2144,577934,DDD,2014J
2145,599802,BBB,2013J
2146,618513,CCC,2014J
2147,562146,BBB,2013B
2148,2226620,FFF,2013J
2149,249570,FFF,2013B
2150,430352,BBB,2013J
2151,656475,BBB,2014J
2152,588473,CCC,2014B
2153,2517389,CCC,2014J
2154,603639,EEE,2013J
2155,593071,CCC,2014B
2156,559610,BBB,2013B
2157,554300,DDD,2013B
2158,647763,CCC,2014J
2159,23632,BBB,2013J
2160,578034,EEE,2013J
2161,653086,BBB,2014J
2162,551528,FFF,2013B
2163,124728,DDD,2014J
2164,131933,CCC,2014B
2165,2415962,BBB,2013B
2166,597058,GGG,2013J
2167,627256,BBB,2014B
2168,695964,FFF,2014J
2169,40604,CCC,2014B
2170,643619,GGG,2014J
2171,2521459,AAA,2013J
2172,2067969,EEE,2014J
2173,156835,BBB,2013B
2174,2630284,FFF,2014J
2175,686028,GGG,2014J
2176,576179,BBB,2014B
2177,467685,FFF,2013J
2178,613063,DDD,2014B
2179,586483,FFF,2013J
2180,227020,DDD,2013J
2181,563239,FFF,2013J
2182,688398,BBB,2014J
2183,485544,FFF,2013B
2184,585359,CCC,2014J
2185,539990,EEE,2013J
2186,646097,EEE,2014J
2187,387773,BBB,2014J
2188,2646737,DDD,2014J
2189,601270,DDD,2013J
2190,606864,BBB,2014J
2191,2628246,FFF,2013B
2192,583192,EEE,2013J
2193,558915,FFF,2013B
2194,590397,CCC,2014J
2195,596107,BBB,2013J
2196,602360,GGG,2014J
2197,309709,BBB,2013B
2198,615148,BBB,2013J
2199,566963,GGG,2013J
2200,615283,GGG,2014B
2201,650816,EEE,2014J
2202,681425,DDD,2014J
2203,608422,FFF,2013J
2204,33915,FFF,2013B
2205,360747,FFF,2013J
2206,634500,CCC,2014B
2207,608488,EEE,2014J
2208,688707,CCC,2014J
2209,634774,FFF,2014B
2210,586917,FFF,2014B
2211,469977,FFF,2014B
2212,253516,FFF,2013J
2213,577474,GGG,2014B
2214,301583,BBB,2013J
2215,599146,DDD,2013J
2216,2688202,FFF,2013B
2217,442561,GGG,2014B
2218,633157,CCC,2014J
2219,552648,FFF,2013B
2220,641613,DDD,2014J
2221,548420,DDD,2013B
2222,124304,EEE,2014J
2223,195938,BBB,2013J
2224,564906,BBB,2014B
2225,466158,DDD,2013J
2226,553032,FFF,2014B
2227,488136,FFF,2013J
2228,447393,DDD,2014J
2229,441858,EEE,2013J
2230,582649,GGG,2013J
2231,541727,BBB,2013B
2232,573152,FFF,2013J
2233,597627,FFF,2013J
2234,2158399,FFF,2013B
2235,1859407,FFF,2013J
2236,587369,FFF,2013J
2237,304589,FFF,2013J
2238,486282,BBB,2013B
2239,531634,BBB,2013B
2240,683323,FFF,2014J
2241,118668,FFF,2013B
2242,411619,EEE,2014J
2243,548521,FFF,2013B
2244,637238,BBB,2014J
2245,622859,FFF,2014B
2246,572335,GGG,2013J
2247,1804143,DDD,2014B
2248,409056,DDD,2013J
2249,130992,FFF,2014B
2250,2540746,BBB,2013B
2251,548819,FFF,2013B
2252,334581,DDD,2014J
2253,609297,GGG,2014B
2254,395822,BBB,2014J
2255,693141,CCC,2014J
2256,2082318,BBB,2014B
2257,630333,BBB,2014B
2258,548090,BBB,2013B
2259,973364,FFF,2013J
2260,328797,FFF,2014J
2261,570455,FFF,2013J
2262,188662,EEE,2014B
2263,597238,FFF,2013J
2264,565275,EEE,2013J
2265,632078,FFF,2014B
2266,552567,FFF,2013B
2267,527343,BBB,2013B
2268,657196,EEE,2014J
2269,595453,EEE,2013J
2270,604614,FFF,2014J
2271,601286,DDD,2013J
2272,292713,DDD,2013B
2273,646572,GGG,2014J
2274,601488,DDD,2014J
2275,611062,CCC,2014B
2276,2459878,DDD,2013B
2277,693061,DDD,2014J
2278,612607,FFF,2014B
2279,544839,DDD,2013B
2280,693514,BBB,2014J
2281,638426,CCC,2014J
2282,569935,DDD,2013J
2283,444063,DDD,2013J
2284,684944,CCC,2014J
2285,412717,DDD,2014J
2286,648287,FFF,2014J
2287,301561,FFF,2014J
2288,646071,EEE,2014J
2289,512725,FFF,2013J
2290,2281870,DDD,2013J
2291,2482085,DDD,2014J
2292,306880,BBB,2014J
2293,572918,BBB,2013J
2294,607827,GGG,2013J
2295,596332,CCC,2014J
2296,426059,DDD,2013J
2297,364547,DDD,2013J
2298,633231,BBB,2014B
2299,415631,CCC,2014J
2300,620950,BBB,2014B
2301,526200,BBB,2013B
2302,80329,CCC,2014J
2303,513076,BBB,2013J
2304,597060,GGG,2013J
2305,205417,DDD,2013J
2306,577126,DDD,2013J
2307,688727,FFF,2014J
2308,478784,GGG,2013J
2309,531865,BBB,2014J
2310,544289,FFF,2013J
2311,2393230,FFF,2013J
2312,690884,DDD,2014J
2313,674710,GGG,2014J
2314,553487,BBB,2013B
2315,601043,CCC,2014J
2316,558806,CCC,2014B
2317,35796,FFF,2014J
2318,537658,CCC,2014B
2319,576041,DDD,2014B
2320,269593,FFF,2013B
2321,688964,FFF,2014J
2322,683420,BBB,2014J
2323,587082,CCC,2014J
2324,642375,FFF,2014J
2325,560743,DDD,2013B
2326,685287,CCC,2014J
2327,604379,CCC,2014J
2328,558326,BBB,2013B
2329,687351,FFF,2014J
2330,411688,FFF,2014J
2331,557752,DDD,2013B
2332,2562704,EEE,2013J
2333,492247,BBB,2013J
2334,484494,FFF,2014J
2335,532846,EEE,2014J
2336,423876,DDD,2013B
2337,678262,DDD,2014J
2338,617307,FFF,2014B
2339,432222,FFF,2013B
2340,576433,CCC,2014J
2341,595345,BBB,2013J
2342,536351,FFF,2014J
2343,360278,FFF,2014J
2344,413984,BBB,2013B
2345,67781,DDD,2014B
2346,554166,FFF,2013B
2347,1997796,BBB,2013B
2348,496315,DDD,2013J
2349,634139,CCC,2014B
2350,513093,BBB,2013B
2351,484464,CCC,2014B
2352,693763,GGG,2014J
2353,270399,BBB,2013B
2354,613981,GGG,2014B
2355,470786,FFF,2013B
2356,539035,DDD,2013B
2357,2497624,BBB,2014J
2358,698656,FFF,2014J
2359,305824,BBB,2014B
2360,633331,DDD,2014J
2361,544850,FFF,2013B
2362,467243,FFF,2013J
2363,594122,FFF,2014J
2364,628858,DDD,2014B
2365,594943,GGG,2013J
2366,589903,BBB,2013J
2367,689089,BBB,2014J
2368,2588655,DDD,2013J
2369,418032,GGG,2013J
2370,618982,EEE,2014B
2371,648902,EEE,2014J
2372,689399,CCC,2014J
2373,486964,FFF,2014J
2374,628733,DDD,2014J
2375,2636552,DDD,2014J
2376,566788,DDD,2014B
2377,533414,BBB,2013J
2378,2384615,EEE,2013J
2379,604546,DDD,2013J
2380,573481,FFF,2013J
2381,352679,DDD,2014B
2382,581914,EEE,2013J
2383,559058,FFF,2013B
2384,697542,BBB,2014J
2385,466230,DDD,2014J
2386,384153,DDD,2013J
2387,577648,BBB,2013J
2388,605679,BBB,2013J
2389,576948,GGG,2013J
2390,579575,BBB,2013J
2391,82201,FFF,2014B
2392,1947911,CCC,2014B
2393,583367,BBB,2013J
2394,695982,BBB,2014J
2395,596542,DDD,2013J
2396,551282,BBB,2013B
2397,498296,BBB,2013B
2398,485768,FFF,2013B
2399,589326,FFF,2013J
2400,491742,CCC,2014B
2401,517075,BBB,2013J
2402,678395,CCC,2014J
2403,688130,BBB,2014J
2404,696152,BBB,2014J
2405,267118,CCC,2014B
2406,322499,FFF,2014J
2407,613874,BBB,2014B
2408,677444,DDD,2014J
2409,605703,DDD,2013J
2410,541579,FFF,2013B
2411,369942,EEE,2014J
2412,439002,FFF,2013B
2413,594771,GGG,2013J
2414,97486,EEE,2014B
2415,544207,FFF,2013J
2416,1478775,CCC,2014J
2417,691869,BBB,2014J
2418,630718,BBB,2014B
2419,602595,DDD,2013J
2420,2014252,DDD,2013J
2421,654732,FFF,2014J
2422,647215,DDD,2014J
2423,572156,DDD,2014J
2424,381428,FFF,2014J
2425,631197,BBB,2014B
2426,52797,BBB,2013J
2427,88910,DDD,2014B
2428,572431,DDD,2013J
2429,589798,FFF,2014J
2430,655930,DDD,2014J
2431,132932,GGG,2014J
2432,621703,BBB,2014B
2433,332676,FFF,2014J
2434,628931,GGG,2014B
2435,608440,AAA,2014J
2436,566428,CCC,2014B
2437,555673,BBB,2013B
2438,500915,GGG,2014J
2439,564262,FFF,2013J
2440,130034,AAA,2014J
2441,478496,CCC,2014J
2442,637206,GGG,2014J
2443,2540922,DDD,2013B
2444,445451,DDD,2014J
2445,589956,CCC,2014J
2446,564632,FFF,2014B
2447,626164,BBB,2014B
2448,588430,DDD,2013J
2449,2404408,AAA,2014J
2450,1594621,BBB,2013J
2451,162984,DDD,2013B
2452,492592,BBB,2014J
2453,627136,CCC,2014B
2454,688856,GGG,2014J
2455,698490,BBB,2014J
2456,577235,EEE,2013J
2457,617922,FFF,2014J
2458,595359,FFF,2013J
2459,608848,DDD,2013J
2460,579020,GGG,2013J
2461,696844,BBB,2014J
2462,629387,GGG,2014B
2463,2192061,EEE,2014J
2464,1449171,FFF,2014J
2465,612756,BBB,2014B
2466,553841,FFF,2013B
2467,674643,BBB,2014J
2468,641540,BBB,2014J
2469,604567,FFF,2014J
2470,608130,EEE,2013J
2471,578276,FFF,2013J
2472,524968,BBB,2013B
2473,622657,DDD,2014B
2474,654958,BBB,2014J
2475,611245,FFF,2014B
2476,64246,BBB,2013J
2477,2394212,BBB,2013B
2478,2329342,AAA,2013J
2479,573134,GGG,2013J
2480,476859,BBB,2013B
2481,2698535,EEE,2013J
2482,548926,FFF,2014B
2483,608535,FFF,2013J
2484,691353,BBB,2014J
2485,621436,FFF,2014B
2486,691008,DDD,2014J
2487,531643,BBB,2013J
2488,633691,FFF,2014B
2489,516529,BBB,2013B
2490,533365,BBB,2013B
2491,548861,EEE,2013J
2492,576262,BBB,2014J
2493,561068,FFF,2013J
2494,680959,BBB,2014J
2495,674764,FFF,2014J
2496,1906919,CCC,2014B
2497,485374,CCC,2014B
2498,650232,DDD,2014J
2499,680374,FFF,2014J
2500,2354732,FFF,2013B
2501,479922,FFF,2013B
2502,366821,BBB,2013B
2503,2142243,DDD,2014J
2504,510693,FFF,2014B
2505,367045,DDD,2014B
2506,631230,BBB,2014J
2507,546040,DDD,2014B
2508,538131,DDD,2013B
2509,2139037,CCC,2014B
2510,572457,DDD,2013J
2511,605367,CCC,2014J
2512,613717,FFF,2014B
2513,630924,FFF,2014B
2514,689139,BBB,2014J
2515,588208,DDD,2013J
2516,604292,BBB,2013J
2517,2197511,FFF,2013B
2518,654443,DDD,2014J
2519,424637,BBB,2013J
2520,693047,DDD,2014J
2521,179904,DDD,2013J
2522,624039,CCC,2014B
2523,650548,BBB,2014J
2524,616439,CCC,2014J
2525,616728,GGG,2014B
2526,2677135,GGG,2014B
2527,161878,DDD,2014B
2528,2411981,DDD,2014B
2529,647964,BBB,2014J
2530,484790,FFF,2013B
2531,345257,DDD,2013B
2532,479020,BBB,2013J
2533,510266,EEE,2014B
2534,612870,GGG,2014B
2535,319331,GGG,2013J
2536,552908,DDD,2014B
2537,419536,CCC,2014B
2538,563945,BBB,2014B
2539,633008,CCC,2014J
2540,574418,FFF,2013J
2541,550383,AAA,2013J
2542,522622,BBB,2013J
2543,285412,CCC,2014J
2544,510694,CCC,2014B
2545,626679,DDD,2014B
2546,328844,EEE,2013J
2547,318139,FFF,2014J
2548,626428,BBB,2014B
2549,2642029,BBB,2013B
2550,573790,BBB,2013J
2551,635228,BBB,2014B
2552,646841,EEE,2014J
2553,629553,BBB,2014J
2554,465564,EEE,2013J
2555,593563,FFF,2014B
2556,65002,AAA,2013J
2557,272701,FFF,2014B
2558,581614,FFF,2013J
2559,610188,EEE,2013J
2560,598394,BBB,2013J
2561,2282620,FFF,2014J
2562,510460,EEE,2013J
2563,623164,DDD,2014B
2564,524466,FFF,2013B
2565,547666,FFF,2013B
2566,693162,FFF,2014J
2567,371019,DDD,2014J
2568,552399,BBB,2013J
2569,559908,DDD,2013J
2570,321486,FFF,2013J
2571,560240,DDD,2013B
2572,500067,FFF,2013J
2573,529412,FFF,2013B
2574,146503,AAA,2014J
2575,366371,GGG,2014B
2576,623864,EEE,2014B
2577,352009,BBB,2014B
2578,243358,CCC,2014J
2579,2104426,BBB,2014B
2580,494919,DDD,2013B
2581,1771053,BBB,2013B
2582,525490,FFF,2013B
2583,596255,GGG,2013J
2584,632483,GGG,2014B
2585,607256,GGG,2013J
2586,649444,BBB,2014J
2587,683336,GGG,2014J
2588,656579,FFF,2014J
2589,227297,FFF,2014B
2590,424437,FFF,2013J
2591,649113,GGG,2014J
2592,652971,CCC,2014J
2593,490164,DDD,2014B
2594,319035,CCC,2014J
2595,2602264,CCC,2014B
2596,574810,BBB,2013J
2597,617391,GGG,2014B
2598,586196,GGG,2013J
2599,436044,FFF,2013J
2600,692175,BBB,2014J
2601,651930,EEE,2014J
2602,139843,DDD,2013J
2603,695122,EEE,2014J
2604,630946,GGG,2014B
2605,577148,EEE,2013J
2606,505961,BBB,2013B
2607,695915,CCC,2014J
2608,652292,DDD,2014J
2609,617331,CCC,2014B
2610,514277,DDD,2014B
2611,550358,DDD,2014J
2612,603493,DDD,2014J
2613,159293,BBB,2014B
2614,192186,DDD,2014B
2615,543970,BBB,2013B
2616,232072,CCC,2014J
2617,599986,CCC,2014B
2618,526151,FFF,2013B
2619,516456,BBB,2013B
2620,637086,CCC,2014J
2621,580870,GGG,2013J
2622,587722,BBB,2013J
2623,2689210,FFF,2014B
2624,512123,FFF,2013J
2625,336213,DDD,2014J
2626,599161,BBB,2014B
2627,2479086,DDD,2013B
2628,524384,FFF,2013J
2629,684250,BBB,2014J
2630,624406,BBB,2014B
2631,412654,BBB,2013B
2632,522739,DDD,2013B
2633,689563,BBB,2014J
2634,575855,DDD,2013J
2635,52899,BBB,2013J
2636,2214631,BBB,2013J
2637,611235,DDD,2014J
2638,526088,BBB,2013J
2639,2002057,GGG,2013J
2640,508431,BBB,2014J
2641,632254,BBB,2014B
2642,569381,GGG,2013J
2643,675063,CCC,2014J
2644,684184,BBB,2014J
2645,629887,EEE,2014B
2646,529025,DDD,2013B
2647,694376,FFF,2014J
2648,691008,CCC,2014J
2649,266626,GGG,2013J
2650,540160,FFF,2013B
2651,371113,CCC,2014B
2652,2107747,FFF,2014J
2653,689190,DDD,2014J
2654,635079,FFF,2014B
2655,613418,BBB,2013J
2656,617905,BBB,2014B
2657,248653,BBB,2013J
2658,608851,BBB,2014J
2659,56340,BBB,2013J
2660,586642,FFF,2013J
2661,328024,AAA,2014J
2662,573434,FFF,2013J
2663,596245,FFF,2014J
2664,512259,DDD,2013J
2665,464615,DDD,2013B
2666,596441,CCC,2014J
2667,598282,BBB,2014J
2668,607957,GGG,2013J
2669,561476,DDD,2013J
2670,517726,DDD,2013B
2671,625903,GGG,2014B
2672,588382,GGG,2013J
2673,603503,EEE,2013J
2674,574591,BBB,2013J
2675,552902,BBB,2013B
2676,2622627,CCC,2014J
2677,600773,FFF,2014J
2678,591891,DDD,2013J
2679,103891,DDD,2014J
2680,589023,EEE,2013J
2681,134143,AAA,2013J
2682,25572,DDD,2014J
2683,630888,CCC,2014B
2684,647166,DDD,2014J
2685,595262,FFF,2014J
2686,595672,BBB,2013J
2687,584539,BBB,2014J
2688,488863,BBB,2013B
2689,475699,FFF,2014J
2690,264106,BBB,2014B
2691,2633235,DDD,2013B
2692,572143,DDD,2013J
2693,308767,DDD,2013B
2694,411381,EEE,2013J
2695,624829,DDD,2014B
2696,549009,BBB,2013B
2697,561978,BBB,2014B
2698,550064,DDD,2013B
2699,2523989,BBB,2014B
2700,1931370,FFF,2013J
2701,617783,FFF,2014J
2702,603216,FFF,2013J
2703,478073,FFF,2014B
2704,691509,BBB,2014J
2705,625785,CCC,2014B
2706,1932526,GGG,2013J
2707,640982,DDD,2014J
2708,575251,BBB,2014B
2709,614804,DDD,2014B
2710,645366,FFF,2014J
2711,654504,CCC,2014J
2712,529118,BBB,2013B
2713,472348,BBB,2013B
2714,610373,EEE,2014J
2715,560595,FFF,2014B
2716,187100,AAA,2013J
2717,571693,BBB,2013J
2718,595100,EEE,2014B
2719,502736,DDD,2013B
2720,508615,DDD,2014J
2721,607646,BBB,2014B
2722,487247,DDD,2013B
2723,590914,CCC,2014B
2724,592609,CCC,2014B
2725,492900,CCC,2014B
2726,155963,CCC,2014B
2727,2134237,EEE,2013J
2728,530519,DDD,2013J
2729,629540,FFF,2014B
2730,654671,CCC,2014J
2731,579064,FFF,2013J
2732,2534954,BBB,2014B
2733,2405801,CCC,2014J
2734,503779,CCC,2014J
2735,557751,DDD,2013B
2736,592939,CCC,2014B
2737,578764,FFF,2014B
2738,657330,FFF,2014J
2739,403052,DDD,2013J
2740,428932,FFF,2013B
2741,601204,DDD,2013J
2742,692632,FFF,2014J
2743,620486,BBB,2014B
2744,618295,DDD,2014B
2745,558163,BBB,2013B
2746,1677677,FFF,2014J
2747,544052,CCC,2014J
2748,2155014,AAA,2013J
2749,286527,EEE,2013J
2750,582964,BBB,2014J
2751,617186,EEE,2014B
2752,633924,FFF,2014B
2753,384797,EEE,2013J
2754,152428,CCC,2014B
2755,515648,BBB,2014B
2756,305659,FFF,2014J
2757,592725,BBB,2014B
2758,630047,CCC,2014B
2759,644416,CCC,2014J
2760,1848820,CCC,2014B
2761,536103,FFF,2013B
2762,611542,FFF,2014B
2763,623069,BBB,2014B
2764,691413,BBB,2014J
2765,584534,BBB,2013J
2766,372141,GGG,2014J
2767,537728,FFF,2013B
2768,693926,DDD,2014J
2769,570213,FFF,2014J
2770,2611371,DDD,2014B
2771,625902,DDD,2014B
2772,513228,FFF,2013J
2773,285315,AAA,2014J
2774,580688,BBB,2014B
2775,574705,DDD,2013J
2776,1950923,FFF,2013J
2777,598451,BBB,2014B
2778,625173,BBB,2014B
2779,2508153,GGG,2014J
2780,2277857,AAA,2014J
2781,2341420,FFF,2014J
2782,297853,EEE,2013J
2783,542205,DDD,2013B
2784,618033,DDD,2014J
2785,380138,DDD,2013J
2786,241338,BBB,2013J
2787,111113,DDD,2013B
2788,468753,CCC,2014B
2789,596108,BBB,2013J
2790,535169,DDD,2013B
2791,607738,GGG,2014B
2792,2694424,AAA,2013J
2793,587793,CCC,2014J
2794,536999,DDD,2013B
2795,616542,DDD,2014B
2796,521377,FFF,2013B
2797,77998,FFF,2014B
2798,531924,DDD,2013B
2799,2590864,DDD,2014J
2800,375717,BBB,2014B
2801,604317,DDD,2013J
2802,624927,DDD,2014B
2803,613909,BBB,2014J
2804,550762,DDD,2013B
2805,676736,CCC,2014J
2806,54062,CCC,2014J
2807,620368,CCC,2014B
2808,589963,DDD,2013J
2809,146165,BBB,2013J
2810,508210,FFF,2013J
2811,566134,DDD,2013J
2812,571765,CCC,2014J
2813,506543,CCC,2014J
2814,633460,CCC,2014B
2815,509327,DDD,2013J
2816,566310,CCC,2014B
2817,544890,BBB,2013B
2818,614405,BBB,2014J
2819,604338,FFF,2014B
2820,197486,EEE,2013J
2821,586995,BBB,2014B
2822,2057959,DDD,2014J
2823,621885,BBB,2014B
2824,2586748,FFF,2013B
2825,535228,FFF,2013B
2826,505900,FFF,2014B
2827,563706,BBB,2013J
2828,634040,EEE,2014B
2829,470693,BBB,2014B
2830,585057,CCC,2014B
2831,537603,DDD,2013B
2832,614217,DDD,2014B
2833,584509,BBB,2014J
2834,630510,FFF,2014J
2835,490297,DDD,2013J
2836,491756,FFF,2014J
2837,503509,BBB,2013B
2838,652824,FFF,2014J
2839,654228,FFF,2014J
2840,587793,EEE,2014J
2841,422340,FFF,2013B
2842,601285,BBB,2014J
2843,680698,CCC,2014J
2844,572024,EEE,2013J
2845,374515,BBB,2014B
2846,314956,DDD,2013J
2847,499848,CCC,2014J
2848,341096,FFF,2013J
2849,557481,FFF,2013J
2850,616742,GGG,2014B
2851,610057,GGG,2013J
2852,607442,CCC,2014B
2853,565008,BBB,2014B
2854,624034,EEE,2014B
2855,581453,EEE,2013J
2856,497475,DDD,2013B
2857,614738,BBB,2014B
2858,276717,BBB,2013B
2859,546773,DDD,2014J
2860,553490,BBB,2013B
2861,693145,DDD,2014J
2862,2462862,CCC,2014J
2863,550272,FFF,2013B
2864,548403,BBB,2013B
2865,625740,CCC,2014B
2866,610266,FFF,2013J
2867,189664,GGG,2013J
2868,268817,DDD,2013J
2869,413083,CCC,2014B
2870,116290,FFF,2013J
2871,282879,FFF,2013B
2872,139033,AAA,2014J
2873,409852,CCC,2014J
2874,522383,BBB,2013B
2875,583238,EEE,2013J
2876,616517,FFF,2014J
2877,613226,FFF,2014B
2878,609399,GGG,2013J
2879,653702,BBB,2014J
2880,606027,BBB,2014J
2881,582553,FFF,2014B
2882,556924,FFF,2013B
2883,633221,FFF,2014B
2884,1618172,EEE,2014B
2885,572589,CCC,2014J
2886,185127,DDD,2013J
2887,685378,FFF,2014J
2888,683653,DDD,2014J
2889,567059,BBB,2013J
2890,591294,GGG,2013J
2891,408872,FFF,2014J
2892,622086,DDD,2014B
2893,1866233,FFF,2014J
2894,596847,BBB,2013J
2895,532617,BBB,2014B
2896,626930,DDD,2014B
2897,596464,FFF,2014J
2898,958987,AAA,2013J
2899,104772,DDD,2014J
2900,601184,FFF,2013J
2901,573291,FFF,2013J
2902,631929,CCC,2014B
2903,410767,DDD,2013J
2904,603908,BBB,2013J
2905,634309,EEE,2014B
2906,509177,CCC,2014J
2907,611407,CCC,2014J
2908,607678,BBB,2014B
2909,675315,FFF,2014J
2910,522433,FFF,2013B
2911,2365438,DDD,2013J
2912,628914,EEE,2014B
2913,80868,CCC,2014J
2914,446778,CCC,2014J
2915,1841850,CCC,2014J
2916,555061,BBB,2013J
2917,42638,EEE,2013J
2918,572854,DDD,2013J
2919,573821,BBB,2013J
2920,502517,FFF,2013J
2921,682613,FFF,2014J
2922,320963,DDD,2013J
2923,608026,BBB,2013J
2924,682897,DDD,2014J
2925,678605,DDD,2014J
2926,558309,FFF,2013J
2927,637691,DDD,2014J
2928,556492,FFF,2014B
2929,507844,EEE,2013J
2930,630944,BBB,2014B
2931,623010,GGG,2014B
2932,29411,DDD,2013J
2933,1935774,DDD,2014J
2934,687242,EEE,2014J
2935,527689,BBB,2013J
2936,401812,FFF,2013B
2937,538887,EEE,2013J
2938,2641236,FFF,2013J
2939,425136,DDD,2013B
2940,394979,DDD,2013B
2941,652336,FFF,2014J
2942,174222,BBB,2013J
2943,563534,EEE,2014J
2944,600428,BBB,2013J
2945,563820,BBB,2014J
2946,2457907,DDD,2013J
2947,572733,BBB,2013J
2948,676705,BBB,2014J
2949,1442215,DDD,2014J
2950,390849,DDD,2014J
2951,694428,FFF,2014J
2952,565707,CCC,2014J
2953,471657,CCC,2014B
2954,1935774,DDD,2013B
2955,552965,DDD,2014J
2956,514699,GGG,2013J
2957,632260,DDD,2014B
2958,628370,FFF,2014B
2959,383643,DDD,2013B
2960,145114,DDD,2014B
2961,614458,CCC,2014J
2962,1731564,BBB,2013J
2963,611732,BBB,2014B
2964,2440301,FFF,2013J
2965,623603,BBB,2014B
2966,600094,CCC,2014B
2967,606182,EEE,2014B
2968,655378,CCC,2014J
2969,560496,FFF,2013J
2970,560127,DDD,2013B
2971,596071,GGG,2013J
2972,192375,DDD,2014J
2973,609777,FFF,2013J
2974,603912,BBB,2013J
2975,442823,CCC,2014J
2976,621619,EEE,2014B
2977,423781,FFF,2014J
2978,597199,FFF,2013J
2979,557024,BBB,2013B
2980,613738,BBB,2013J
2981,551399,FFF,2013J
2982,568207,FFF,2013J
2983,2389754,EEE,2013J
2984,633162,BBB,2014B
2985,2710343,DDD,2013B
2986,655806,DDD,2014J
2987,625983,DDD,2014B
2988,648585,BBB,2014J
2989,695981,BBB,2014J
2990,630905,CCC,2014J
2991,510846,CCC,2014J
2992,2445410,FFF,2013B
2993,605956,BBB,2014B
2994,432870,BBB,2013B
2995,594776,BBB,2013J
2996,371402,GGG,2014J
2997,651415,BBB,2014J
2998,653206,FFF,2014J
2999,605468,CCC,2014J
3000,502088,BBB,2013B
3001,688665,DDD,2014J
3002,561796,FFF,2014B
3003,534816,BBB,2013J
3004,648498,GGG,2014J
3005,566979,DDD,2013J
3006,656145,FFF,2014J
3007,574347,DDD,2014J
3008,497475,DDD,2013J
3009,678310,EEE,2014J
3010,249357,FFF,2014J
3011,688533,CCC,2014J
3012,606388,BBB,2013J
3013,591940,FFF,2013J
3014,595685,DDD,2013J
3015,628679,BBB,2014J
3016,691207,DDD,2014J
3017,623190,DDD,2014J
3018,586742,BBB,2013J
3019,310205,FFF,2014J
3020,688106,BBB,2014J
3021,352161,BBB,2013B
3022,588352,DDD,2013J
3023,545521,BBB,2013J
3024,2415436,FFF,2013J
3025,694081,EEE,2014J
3026,581410,FFF,2013J
3027,613051,BBB,2013J
3028,1268772,CCC,2014B
3029,2691566,BBB,2013J
3030,349908,FFF,2013B
3031,1045091,FFF,2014B
3032,563742,FFF,2013J
3033,55242,DDD,2013B
3034,494046,FFF,2013J
3035,558518,CCC,2014B
3036,599007,FFF,2014J
3037,602634,BBB,2013J
3038,150398,BBB,2014J
3039,676469,CCC,2014J
3040,513836,BBB,2013J
3041,309893,FFF,2013J
3042,2274542,FFF,2014J
3043,2057803,AAA,2014J
3044,612113,BBB,2014B
3045,574605,FFF,2014B
3046,600175,FFF,2013J
3047,607899,FFF,2014B
3048,527771,EEE,2014B
3049,447475,GGG,2014B
3050,244064,BBB,2014B
3051,423879,CCC,2014B
3052,618737,DDD,2014J
3053,633285,GGG,2014B
3054,2606765,GGG,2014J
3055,489150,DDD,2013J
3056,199361,CCC,2014J
3057,589690,GGG,2013J
3058,542748,BBB,2013B
3059,1908526,CCC,2014B
3060,607778,BBB,2013J
3061,556605,BBB,2013B
3062,2625021,FFF,2014B
3063,124944,GGG,2014B
3064,2599817,GGG,2013J
3065,587754,BBB,2013J
3066,692355,BBB,2014J
3067,518599,FFF,2014J
3068,601234,DDD,2013J
3069,675495,CCC,2014J
3070,492537,CCC,2014J
3071,529834,FFF,2013B
3072,624975,FFF,2014B
3073,622934,FFF,2014J
3074,508749,FFF,2013B
3075,650517,BBB,2014J
3076,610261,DDD,2014B
3077,565919,BBB,2013J
3078,567627,BBB,2013J
3079,513007,DDD,2013J
3080,559397,FFF,2013B
3081,2067377,CCC,2014J
3082,364790,FFF,2013J
3083,633763,DDD,2014B
